PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,Activity Direction,Activity Qualifier,Qualified AC50,Log of AC50,Data Analysis QC,Log AC50 Std Error
4622,4239018,3234125,COC1=CC(=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC(=C4)C#N)OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4623,4239019,3234126,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)NC4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4624,4239022,3234129,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)CCOC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4625,4239027,3234134,COC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NC4CCNCC4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4626,4239029,3234136,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)OC4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4627,4239032,3234139,COC1=CC=CC=C1CNC2=NC(=NC3=CC=CC=C32)C4=COC=C4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4628,4239033,3234140,CC1=NC2=CN=C(N=C2N(C1=O)C3CC3)NC4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4629,4239037,3234144,CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NCC4=CN=CC=C4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4630,4239038,3234145,CC1=NC2=CN=C(N=C2N(C1=O)C3=CC=CC=C3)N(C)C,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4631,4239039,3234146,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)N5CCNCC5,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4632,4239040,3234147,COC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)CCC4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4633,4239041,3234148,CC(=O)NCCNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4634,4239043,3234150,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC(=CC(=C4)F)F)CC5=CC=CS5,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4635,4239044,3234151,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CCC5=CC=CC=C5,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4636,4239049,3234156,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=CC=CC=C3OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4637,4239050,3234157,CC1=CN=C(C=N1)CNC2=NC=NC=C2C3=CC=C(C=C3)N(C)C,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4638,4239051,3234158,CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3N4CCNCC4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4639,4239052,3234159,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC=C3)C4=CC5=C(C=C4)OCO5,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4640,4239053,3234160,COC1=CC(=C(C=C1)CNC2=NC(=NC=C2)C3=COC=C3)OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4641,4239054,3234161,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C=N3)CCC4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4642,4239056,3234163,COCCN1C2=NC=NC=C2N=C(C1=O)C3=CC(=CC=C3)F,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4643,4239057,3234164,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)C4CC4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4644,4239059,3234166,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CN(C5=CC=CC=C54)C)C[C@H]6CCCO6,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4645,4239060,3234167,C1CC1NC2=NC(=NC=C2)C3=COC=C3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4646,4239062,3234169,CC1=CN=C(C=N1)CNC2=NC=NC(=C2)C3=C(ON=C3C)C,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4647,4239065,3234172,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CC=C4)CC5=CC=C(C=C5)F,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4648,4239072,3234179,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)C,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4649,4239073,3234180,CN1CCN(CC1)C2=NC=NC=C2C3=CC=CC=C3OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4650,4239077,3234184,C1=CC=C(C(=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CN=CC=C4)Cl,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4651,4239078,3234185,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC(=C3)C#N)NC4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4652,4239079,3234186,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)NC5=CC=CC=C5,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4653,4239080,3234187,C1CN(CCN1)C2=NC=NC3=C2C=C(C=C3)C4=CC=CC(=C4)C#N,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4654,4239081,3234188,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC(=C4)C#N)N5CCOCC5,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4655,4239082,3234189,CC1=CC=CC=C1C2=NC=CC(=N2)NCCOC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4656,4239083,3234190,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CC4=CC=CS4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4657,4239085,3234192,C1OC2=C(O1)C=C(C=C2)C3=CC4=C(C=C3)N=CN=C4NCC5=CC=CC=C5,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4658,4239089,3234196,CN(C)CC1=CC=CC=C1C2=NC=CC(=N2)NCC3=CC=CS3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4659,4239090,3234197,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC(=CC(=C3)F)F)NC4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4660,4239091,3234198,CC1=C(C(=NO1)C)C2=NC3=CC=CC=C3C(=N2)NC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4661,4239092,3234199,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4662,4239095,3234202,CC1=CN=C(C=N1)CNC2=NC(=NC=C2)C3=CC(=CC=C3)OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4663,4239096,3234203,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC=C4)N5CCOCC5,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4664,4239100,3234207,CC1=NC2=CN=C(N=C2N(C1=O)C3CC3)OC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4665,4239101,3234208,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CCC#N,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4666,4239103,3234210,COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CC=CC=C4OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4667,4239104,3234211,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)F)OCC4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4668,4239106,3234213,C1=CC(=CC=C1CN2C3=NC=NC=C3N=C(C2=O)C4=CC(=C(C=C4)F)F)F,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4669,4239107,3234214,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)F)C4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4670,4239109,3234216,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C=N3)CC4=CC=C(C=C4)F,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4671,4239110,3234217,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC(=C4)C#N)OC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4672,4239112,3234219,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NC3=CC=NC=C3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4673,4239113,3234220,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=CN=C4N(C3=O)C5=CC=C(C=C5)OC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4674,4239114,3234221,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)N4CCNCC4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4675,4239115,3234222,CC1=CC(=CC=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4CN(C)C,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4676,4239117,3234224,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC4=CC=CC=C43)C5=CC(=CC=C5)NS(=O)(=O)C,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4677,4239119,3234226,CC1=NC2=CN=C(N=C2N(C1=O)C3=CC=CC=C3)OC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4678,4239120,3234227,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)C,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4679,4239121,3234228,CC1=NC2=CN=C(N=C2N(C1=O)CCOC)OCC3=CC=CC=C3,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4680,4239122,3234229,COC1=CC=CC(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC=C(C=C4)Cl,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4681,4239123,3234230,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)C5=CC=CC=C5)N6CCNCC6,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4682,4239126,3234233,CC1=CC(=CC=C1)CNC2=NC(=NC=C2)C3=COC=C3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4683,4239127,3234234,C1=CC=C(C=C1)NC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)CCC#N,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4684,4239128,3234235,COC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CS3)CCC#N,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4685,4239129,3234236,CC1=CC=CC=C1C2=CC(=NC=N2)NCCN3CCOCC3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4686,4239130,3234237,CN(CC1=CC=CO1)C2=NC(=NC=C2)C3=CC(=CC=C3)OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4687,4239132,3234239,CN(C)C1=CC=C(C=C1)C2=CN=CN=C2NC3=CC=C(C=C3)F,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4688,4239133,3234240,COCCN1C2=NC=NC=C2N=C(C1=O)C3=CC(=CC=C3)Cl,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4689,4239134,3234241,C1=CC=C(C(=C1)C2=NC3=CC=CC=C3C(=N2)NCC4=CN=CC=C4)C(F)(F)F,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4690,4239135,3234242,C1COCCN1C2=NC(=NC3=CC=CC=C32)C4=COC=C4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4691,4239136,3234243,CN(CC1=CC=CO1)C2=NC=NC(=C2)C3=COC=C3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4692,4239138,3234245,CC1=NC2=CN=C(N=C2N(C1=O)C)N3CCOCC3,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4693,4239140,3234247,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)OC5=CC(=CC=C5)Cl,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4694,4239142,3234249,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC(=C4)C#N)OC5=CC(=CC=C5)Cl,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4695,4239145,3234252,CC1=CC=CC=C1C2=CN=CN=C2NC3=CC=CC=C3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4696,4239146,3234253,C1COCCN1CCNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C(F)(F)F,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4697,4239149,3234256,CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCCNC(=O)C,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4698,4239151,3234258,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC(=CC(=C3)F)F)C4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4699,4239152,3234259,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC=C3)N4CCOCC4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4700,4239153,3234260,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)F)CC4=CC(=CC=C4)OC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4701,4239155,3234262,COC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCCC4=CN=CN4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4702,4239156,3234263,COC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCCN4CCOCC4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4703,4239157,3234264,C1CN(CCN1)C2=NC=NC3=C2C=C(C=C3)C4=CC5=C(C=C4)OCO5,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4704,4239158,3234265,COC1=CC=CC=C1CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4C#N,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4705,4239159,3234266,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC(=C3)C4=CC(=CC=C4)OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4706,4239160,3234267,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=CN=C4N(C3=O)CC5=CC=CC=C5Cl,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4707,4239161,3234268,COC1=CC(=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4OC)OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4708,4239162,3234269,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)OC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4709,4239163,3234270,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)F)CCC#N,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4710,4239165,3234272,CN(C)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3N4CCNCC4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4711,4239167,3234274,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=NC=C4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4712,4239170,3234277,CC1=C(C(=NO1)C)C2=NC=CC(=N2)N3C=CN=C3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4713,4239171,3234278,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC(=CC(=C3)F)F)CC4=CC(=CC=C4)OC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4714,4239173,3234280,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)CC5=CC=CS5,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4715,4239175,3234282,CN1CCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCO5,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4716,4239177,3234284,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC(=C3)C#N)NC4=CC=NC=C4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4717,4239178,3234285,COC1=CC=CC=C1CNC2=NC=NC(=C2)C3=COC=C3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4718,4239179,3234286,CC1=CN=C(C=N1)CNC2=NC=NC(=C2)C3=CC=CC=C3C(F)(F)F,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4719,4239180,3234287,COCCN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)OCC4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4720,4239183,3234290,COC1=CC=CC(=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC=CS4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4721,4239184,3234291,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC(=CC(=C4)F)F)CC5=CC=C(C=C5)F,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4722,4239185,3234292,CN1CCN(CC1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)OC)C5=CC=C(C=C5)OC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4723,4239187,3234294,C1CN(CCN1)C2=NC(=NC3=CC=CC=C32)C4=COC=C4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4724,4239189,3234296,CN(C)CC1=CC=CC=C1C2=CC(=NC=N2)NCCOC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4725,4239191,3234298,CN(C)C(=O)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)N4CCOCC4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4726,4239193,3234300,CN1CCN(CC1)C2=NC=NC3=C2C=C(C=C3)C4=CC(=CC=C4)OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4727,4239195,3234302,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC(=CC(=C3)F)F)CC4=CC=C(C=C4)F,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4728,4239197,3234304,COC1=NC=C2C(=N1)N(C(=O)C=N2)CC3=CC=CS3,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4729,4239198,3234305,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)C5=CC=CC=C5,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4730,4239199,3234306,CC1=NC2=CN=C(N=C2N(C1=O)CCOC)OC3=CC(=CC=C3)Cl,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4731,4239200,3234307,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)F)NC4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4732,4239202,3234309,COCCNC1=NC=NC(=C1)C2=CC=CC=C2C(F)(F)F,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4733,4239203,3234310,COC1=CC=CC(=C1)CN2C(=O)C=NC3=CN=C(N=C32)OC4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4734,4239204,3234311,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)F)OC4=CC(=CC=C4)Cl,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4735,4239206,3234313,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C=N3)CCC#N,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4736,4239210,3234317,CN(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NC4CCNCC4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4737,4239211,3234318,C1=CC=C(C=C1)CN2C3=NC=NC=C3N=C(C2=O)C4=CC=C(C=C4)Cl,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4738,4239218,3234325,CNC1=NC(=NC2=CC=CC=C21)C3=CC4=C(C=C3)OCO4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4739,4239219,3234326,CC(=O)NCCNC1=NC=NC2=C1C=C(C=C2)C3=CC=CC=C3C#N,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4740,4239220,3234327,C1=CC=C(C=C1)CNC2=NC(=NC=C2)C3=CC=CC=C3Cl,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4741,4239221,3234328,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C)CC3=CC=CS3,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4742,4239222,3234329,COC1=CC(=C(C=C1)CNC2=NC=NC(=C2)C3=CC(=CC=C3)OC)OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4743,4239224,3234331,C1COCCN1CCNC2=NC=NC3=C2C=C(C=C3)C4=CC5=C(C=C4)OCO5,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4744,4239225,3234332,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CC4=CC=C(C=C4)F)N5CCNCC5,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4745,4239229,3234336,CC1=NC2=CN=C(N=C2N(C1=O)C3=CC=C(C=C3)OC)OC4=CC(=CC=C4)Cl,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4746,4239230,3234337,CN1CCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4C(F)(F)F,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4747,4239232,3234339,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=C(C=C3)OC)N4CCOCC4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4748,4239234,3234341,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F)OC5=CC=CC=C5,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4749,4239235,3234342,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)NC5=CC=CC=C5,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4750,4239237,3234344,C1=CC(=CN=C1)CNC2=NC=NC(=C2)C3=COC=C3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4751,4239238,3234345,CC1=CC(=CC=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=COC=C4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4752,4239239,3234346,CN(C)CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NC4CCNCC4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4753,4239240,3234347,CC1=CN=C(C=N1)CNC2=NC(=NC=C2)C3=CC=CC=C3CN(C)C,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4754,4239241,3234348,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)F)CC4=CC=C(C=C4)F,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4755,4239245,3234352,COCCN1C2=NC(=NC=C2N=C(C1=O)CCC3=CC=CC=C3)OC4=CC(=CC=C4)Cl,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4756,4239246,3234353,CC1=C(C(=NO1)C)C2=CC(=NC=N2)NCC3=CC=CS3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4757,4239248,3234355,CC1=CC=CC=C1C2=CC(=NC=N2)NCCC3=CNC4=C3C=C(C=C4)OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4758,4239250,3234357,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=CC=CC=C3C,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4759,4239251,3234358,COC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NC4CC4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4760,4239252,3234359,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)Cl)C[C@H]4CCCO4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4761,4239254,3234361,CC1=CC=CC=C1C2=NC=CC(=N2)NCC3=NC=C(N=C3)C,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4762,4239257,3234364,COC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC(=CC(=C3)F)F)C[C@H]4CCCO4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4763,4239258,3234365,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)C4CC4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4764,4239260,3234367,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC(=CC(=C3)F)F)N4CCOCC4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4765,4239261,3234368,C1=CC=C(C=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=COC=C4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4766,4239264,3234371,CN(C)CC1=CC=CC=C1C2=CN=CN=C2NC3=CC=C(C=C3)F,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4767,4239266,3234373,COC1=CC=CC=C1CNC2=NC(=NC=C2)C3=CC(=CC=C3)NS(=O)(=O)C,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4768,4239267,3234374,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC(=CC=C3)OC)OC4=CC=C(C=C4)OC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4769,4239270,3234377,CC1=CC(=CC=C1)CNC2=NC=NC(=C2)C3=CN=CC=C3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4770,4239272,3234379,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)OC)C4=CC=CC=C4,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4771,4239273,3234380,CN(C)C1=CC=C(C=C1)C2=NC=CC(=N2)NC3=CC=C(C=C3)F,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4772,4239274,3234381,CNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3C(F)(F)F,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4773,4239275,3234382,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NC4CCNCC4,Inactive,0,inactive,>,0.00461,-2.336,Verified,
4774,4239281,3234388,CC1=NC2=CN=C(N=C2N(C1=O)CCOC)N3CCOCC3,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4775,4239282,3234389,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)CC5=CC(=CC=C5)OC)OC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
4776,4239283,3234390,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CCC#N)NC4=CC(=CC=C4)OC,Inactive,0,inactive,>,0.000922,-3.035,Verified,
